review,sentiment
"I wanted to see Sarah Buffy on the big screen, so I first bought tickets and then checked the reviews at IMDb. I worried about seeing a bad movie. Well, I had fun watching the movie. Some parts, which obviously were meant to be scary, were actually quite humoristic, almost as in Buffy the Vampire Slayer.<br /><br />I don't consider this a bad movie. It's not a great movie either. Just a rather well made horror movie. It does not rely heavily on special effects, but on camera angles, acting, music. In my opinion, the acting was OK. Sarah did a very good job, quite convincing. The other actors were definitely not bad either, I liked Yoko.<br /><br />The sets are nice (and I don't care that the sets are the exact same ones that were used in the Japanese original).<br /><br />The scary moments were often predictable. But not always. I have seen quite some horror, and did not expect to be scared now, but it happened at least twice. Nice.<br /><br />The movie had some nice scenes that were almost original, like the trails of rubbish, the simple special effects for he ghosts, the eyes of the boy, the cat that made eery noises, the gurgling of the dead boy and his mother.<br /><br />Don't go if you want to see Sarah in another Buffy episode, because it is very different from her Buffy work, much more serious. Don't go if you only want to see movies that gather Oscar nominations. It's a good horror movie, enough suspense. I gave it a 7.",positive
"Well, the artyfartyrati of Cannes may have liked this film but not me I am afraid. If you like the type of film where shots linger for so long that you wonder whether the actor has fallen asleep or the cameraman gone for lunch then it may be for you. A large part of it is like this with short sojourns into the realm of unpleasantness. I did not find it shocking nor disturbing as some other reviewers have - simply a little distasteful and pointless. The only reason I did not give this one star is that the acting is commendable ans the film is fairly well shot. The plot, however, has little to recommend. A large part of the film just shows a grumpy woman teaching or listening to piano, which might appeal to some people. But lest you think this is harmless enough be prepared for some snatches of pornography and sexual violence just to wake you up with a bad taste in your mouth. Not recommended.",negative
"""A Gentleman's Game"" uses the game of golf in a country club setting to illustrate an adolescent's discovery about honesty, prejudice, and other life lessons. Several times I thought I knew where this film was heading, only to be proved wrong. Unfortunately, I'm not so sure that the filmmakers ever knew where it was heading, either. The defining moment in this movie is probably the scene in which Gary Sinise mocks ""The Karate Kid"" and debunks any notions that he's going to become a mentor to the adolescent golfer. It's refreshing, in a way, that this movie refuses to follow most of the simplistic and over-worked movie formulas. However, too much of it still comes off as contrived. At the drop of a hat people drop all pretenses of civility, or fail to stick up for the things in which they believe, or are exposed for something far less respectable than their place in society assumes. Unfortunately, there is often no resolution to these moments. And except for the fact that the club serves as backdrop for them, there is no real continuity or linking of them. It's a shame that the writers and director could not salvage a better film, especially given some of the talented actors and potential in the setup.",negative
"I first saw this film as a teenager (I'm now in my 40's), and have long considered it to be my favorite movie. The story is enormously moving, without being sentimental. The acting, especially by March and Loy, is dead-on. And the fact that Dana Andrews is too old for his role doesn't take away from the believability of his romance with Theresa Wright (whom I believe is the only major character in the film still living). This could have turned out to be another post-war melodrama, but the script and cast are simply too good for that to happen.",positive
"You know the people in the movie are in for it when king-sized hailstones fall from a clear blue sky. In fact, the weather stays pretty bad throughout this atmospheric thriller, and only lawyer Chamberlain has the answer. But he's too much the European rationalist, I gather, to get in touch with that inner being that only reveals itself through dreams.<br /><br />Darkly original mystery heavy on the metaphysics from director-writer Peter Weir. Already he had proved his skill at flirting with other dimensions in Picnic at Hanging Rock (1975). Here it's the arcane world of the Australian Aborigines that confronts that the tightly ordered world of the predominant whites. Something strange is going on inside the Aborigine community when they kill one of their number for no apparent reason. Yuppie lawyer Chamberlain is supposed to defend them in a white man's court. But the more he looks into things, the more mysterious things get, and the more interested a strange old Aboriginal man gets in him. And then there're those scary dreams that come and go at odd times.<br /><br />Well structured screenplay deepens interest throughout. One reason the movie works is the background normalcy of Chamberlain's wife and little daughters. Audiences can readily identify with them. And when their little world runs into forces beyond the usual framework, the normalcy begins to buckle, and we get the feeling of worlds beginning to collide. Chamberlain underplays throughout, especially during the underground discovery tour where I think he should have shown more growing awareness than he does. After all, it's the picking up of the mask that holds the key (I believe) to the riddle, yet his reaction doesn't really register the revelation. <br /><br />Of course, the notion of nature striking back has a certain resonance now, thirty years later. In the film, the notion is wrapped in a lot of entertaining hocus-pocus, but the subject itself remains a telling one. One way of bringing out a central irony in the movie is the symbolism of the opening scene. A big white SUV barrels past an aboriginal family, leaving them in the historical dust. The terrain looks like an interior tribal reservation of no particular importance to the coastal fleshpots where industry dwells. Yet, it's also a region most likely to survive anything like a destructive last wave. Perhaps there's something about past and future to think about here.<br /><br />Anyway, this is a really good movie that will probably stay with you.",positive
"This movie was almost intolerable to sit through. I can get beyond the fact that it looks like it was shot with a home video camera and that this movie is supposed to span over weeks in time yet the characters do not once change outfits, but the acting broke the 4th wall to pieces for me. I've seen better acting in a 4th grade play. Aside from that the plot is unrealistic. If the man suspected the guy he would have turned him in. I was also heavily disappointed that all the killings were done with a gun what kind of gore is that. That is not a copycat the Zodiac did not kill using just a gun the authorities would have known it wasn't him. Another thing that really bothered me was that they called Disassociative Identity Disorder DSM 4 when that is the name of the book used to diagnose people with mental disorders not the name of the disorder. Overall I think this movie is not the kind of movie that could be done with a low budget at least not as low as they had or they could have made sure they had better actors or more gore. Plenty of people have went the low budget route with out having to use horrible actors look at Easy Rider that had Dennis Hopper and Jack Nicholson and a low budget.",negative
"(VERY mildly spoilerish)<br /><br />I must start by saying that I'm not usually impressed by science-fiction, so Pitch Black (2000) was a pleasant surprise. It had me hooked from the very beginning with rhythm, intensity and visual outburst that left me fascinated and glued to my seat. I'm very happy to say that this movie was the best (okay, at least *one* of the best) science fiction piece that I've seen in a long, long time.<br /><br />The plot in short might sound simple -- a (space) ship crashes on a supposedly deserted planet and the captain, Caroline Fry (impressive Radha Mitchell), must lead the survivors to safety. At first, a cold-blooded murderer, Riddick (Vin Diesel, who plays the role with very believable spare style), might seem like the group's biggest problem but as the dusk starts crawling in, the creatures of the night start awakening... This leads to a desperate attempt to escape from the bloodthirsty predators, which, as we all can guess, does not lead to a happy family picnic.<br /><br />It's not the plot itself that makes the movie worth watching -- after all, let's face it, if you strip it down to the basics it's not *that* original -- but the skill in which it's told. The story flowed forward, didn't leave me yawning (at least not much) in any point. The directing was fabulous work. This was a very visual, even beautiful movie; the purple night view was a real treat. Although, 'beautiful' might not be the right word to use; yes, the images shown were candy to the eye, but they also added a touch of unspecified grotesqueness, eeriness, as if something was just about to burst out from under the still surface. (Not to mention that the monsters were really well done, they looked realistic, which seems to be rare nowadays [maybe people just can't be bothered to make them look real...])<br /><br />I did not only enjoy the visual side of the movie but also the psychological aspect of the story. During the movie we get to see the characters unraveling -- some of them fall, some of them rise -- but what fascinated me the most was the developing of the character of Riddick. I enjoyed watching the change in him throughout the movie. To go even further, the other thing I enjoyed a lot with Riddick was the incredibly well and originally executed UST (Unresolved Sexual Tension) between Fry and him that ""didn't"" (you'll get what I mean once you see it). [One can't deny that they had chemistry. Don't even try or I'll seek you out and make you listen to me playing Chopsticks until you scream *grin*] It was fresh. As Radha Mitchell once put it (a modified quote), ""Pitch Black is a really sexy movie with no sex"", which is what makes it even more so interesting.<br /><br />So, to summarize, I recommend this movie -- even if you're really not a fan of ""space stories"". The suspense was kept until the very end and, what's important, we were (or at least I was) left wanting for more. If you can't be bothered to think about psychology, subtext and such (as is my bad habit), you'll still find Pitch Black highly entertaining. Just kick off your shoes and enjoy.",positive
"""Hollywood Hotel"" has relationships to many films like ""Ella Cinders"" and ""Merton of the Movies"" about someone winning a contest including a contract to make films in Hollywood, only to find the road to stardom either paved with pitfalls or non-existent. In fact, as I was watching it tonight, on Turner Classic Movies, I was considering whether or not the authors of the later musical classic ""Singing In The Rain"" may have taken some of their ideas from ""Hollywood Hotel"", most notably a temperamental leading lady star in a movie studio and a conclusion concerning one person singing a film score while another person got the credit by mouthing along on screen.<br /><br />""Hollywood Hotel"" is a fascinating example of movie making in the 1930s. Among the supporting players is Louella Parsons, playing herself (and, despite some negative comments I've seen, she has a very ingratiating personality on screen and a natural command of her lines). She is not the only real person in the script. Make-up specialist Perc Westmore briefly appears as himself to try to make one character resemble another.<br /><br />This film also was one of the first in the career of young Mr. Ronald Reagan, playing a radio interviewer at a movie premiere. Reagan actually does quite nicely in his brief scenes - particularly when he realizes that nobody Dick Powell is about to take over the microphone when it should be used with more important people.<br /><br />Dick Powell has won a Hollywood contract in a contest, and is leaving his job as a saxophonist in Benny Goodman's band. The beginning of this film, by the way, is quite impressive, as the band drives in a parade of trucks to give a proper goodbye to Powell. They end up singing ""Hooray For Hollywood"". The interesting thing about this wonderful number is that a lyric has been left out on purpose. Throughout the Johnny Mercer lyrics are references to such Hollywood as Max Factor the make-up king, Rin tin tin, and even a hint of Tarzan. But the original song lyric referred to looking like Tyrone Power. Obviously Jack Warner and his brothers were not going to advertise the leading man of 20th Century Fox, and the name Donald Duck was substituted. In any event the number showed the singers and instrumentalists of Goodman's orchestra at their best. So did a later five minute section of the film, where the band is rehearsing.<br /><br />Powell leaves the band and his girl friend (Frances Langford) and goes to Hollywood, only to find he is a contract player (most likely for musicals involving saxophonists). He is met by Allen Joslyn, the publicist of the studio (the owner is Grant Mitchell). Joslyn is not a bad fellow, but he is busy and he tends to slough off people unless it is necessary to speak to them. He parks Powell at a room at the Hollywood Hotel, which is also where the studio's temperamental star (Lola Lane) lives with her father (Hugh Herbert), her sister (Mabel Todd), and her sensible if cynical assistant (Glenda Farrell). Lane is like Jean Hagen in ""Singing In The Rain"", except her speaking voice is good. Her version of ""Dan Lockwood"" is one ""Alexander Dupre"" (Alan Mowbray, scene stealing with ease several times). The only difference is that Mowbray is not a nice guy like Gene Kelly was, and Lane (when not wrapped up in her ego) is fully aware of it. Having a fit on being by-passed for an out-of-the ordinary role she wanted, she refuses to attend the premiere of her latest film. Joslyn finds a double for her (Lola's real life sister Rosemary Lane), and Rosemary is made up to play the star at the premiere and the follow-up party. But she attends with Powell (Joslyn wanting someone who doesn't know the real Lola). This leads to Powell knocking down Mowbray when the latter makes a pest of himself. But otherwise the evening is a success, and when the two are together they start finding each other attractive.<br /><br />The complications deal with Lola coming back and slapping Powell in the face, after Mowbray complains he was attacked by Powell (""and his gang of hoodlums""). Powell's contract is bought out. Working with photographer turned agent Ted Healey (actually not too bad in this film - he even tries to do a Jolson imitation at one point), the two try to find work, ending up as employees at a hamburger stand run by bad tempered Edgar Kennedy (the number of broken dishes and singing customers in the restaurant give Edgar plenty of time to do his slow burns with gusto). Eventually Powell gets a ""break"" by being hired to be Dupre's singing voice in a rip-off of ""Gone With The Wind"". This leads to the final section of the film, when Rosemary Lane, Herbert, and Healey help give Powell his chance to show it's his voice, not Mowbrays.<br /><br />It's quite a cute and appealing film even now. The worst aspects are due to it's time. Several jokes concerning African-Americans are no longer tolerable (while trying to photograph Powell as he arrives in Hollywood, Healey accidentally photographs a porter, and mentions to Joslyn to watch out, Powell photographs too darkly - get the point?). Also a bit with Curt Bois as a fashion designer for Lola Lane, who is (shall we say) too high strung is not very tolerable either. Herbert's ""hoo-hoo""ing is a bit much (too much of the time) but it was really popular in 1937. And an incident where Healey nearly gets into a brawl at the premiere (this was one of his last films) reminds people of the tragic, still mysterious end of the comedian in December 1937. But most of the film is quite good, and won't disappoint the viewer in 2008.",positive
"the only word that sums up this movie is quirky. it's a light-hearted romp through an existential concept. bouncy (in more way than one) and a bit nutty. i wouldn't exactly call it grand and unforgettable cinema and it doesn't seem quite as memorable as the director's first movie ""cube"" but it's a good pit of fluff to watch on a Sunday morning. the acting veers from respectable to annoying at times but i believe that's how it was to be written. done as a serious movie it could perhaps have been great or may very well have stepped into a state of pretension. a little like ""the matrix"" meets ""head"" meets ""human nature"".<br /><br />6.8 out of ten",positive
"The people who bash this movie were looking for it to be as cool and slick as the first one, which this isn't. This movie was supposed to be the complete opposite as Ocean's 11. This has been said by a lot of the cast members and also the director, Steven Soderbergh. Ocean's 12, while it did lack a gripping plot, is being bashed because it was different then what people wanted. If it were released before Ocean's 11, it would be taken much differently, not as a failed sequel. The problem with sequels is people go into it with a preset idea of what it should be like it and have lots of expectations. They should go into this movie with an open mind and not expect it to be ""Ocean's 11, again"".",negative
"I came across this movie in an Australian hotel room at 3 am. My brother and I were channel surfing and who do we see but a young Russel Crowe. But not the telephone throwing Russel Crowe we had come to know and quasi-love back in the states. This movie, much to my surprise, was amazingly creative and hilarious. It stars a cast of awkward teens with hilarious stories of odd sexual experiences, including a slick salesman,prostitutes, and an unusual sexy mother. If you are lucky enough to come across this film I would strongly suggest picking it up. I have to say this movie was amazingly entertaining and I thank the fine people of Australia making it...",positive
"OVERALL PERFORMANCE :- At last the long waiting AAG hits the screens. Unfortunately, it couldn't set progressive fire in the audience. The first best thing to talk about the movie is The idea of remaking the mighty SHOLAY. And Varma made a nice choice of changing the total backdrop of the movie. If he repeated the same Ramghad backdrop, people will again say there is nothing new in this. Different background is appreciative but the way he presented it is not worthy. Right from the start of his career with SIVA in Telugu, he had been using the same lighting and kind of background. I seriously dunno this guy Varma considers about lighting or not or may be he has no other lighting technique other than like gordon willis GODFATHER. It's all DUTCH DUTCH DUTCH DUTCH. Why would some body use so many Dutch angles and extreme closeup shots!!!!!!! The shot division is lame. Characters couldn't carry an emotion, performances are not to their mark, Storytelling is worse, Background is really really terrible.<br /><br />Babban:- Amitabhz been over prioritized to his job. VARMA produced great villains like Bikumatre, Bhavtakur Das, Mallik Bhai but this time he failed in carving the all time best characters of Hindi Cinema. There's no comparison of Gabbar with Babban. Babban is a more psycho rather than a villain, still he has a soft corner for his brother ( It's a gift in this movie). Amitabhz performance is not to his mark. His appearance itself is pathetic. The scar on his nose, symbolizes forgotten villains of black and white cinema. What ever they worked on Babban is not successful. Babban is no comparison with Gabbar.<br /><br />Narsimha:- The first best thing about this character is not to put audience in suspense about his hands. If varma did that , it would be like teaching ABCD to a Bachelor degree holder. Itz good he opened the secret early. But the flashback is pathetic. Varma couldn't use a great actor like mohanlal to his mark.<br /><br />Durga:- The only character with betterment. This character has been improved with satisfactory changes and was used according to the story.<br /><br />Heroo, Raj, Ghunguroo:- No body bothers or at least considers these character. The utter failure of movie starts when director could not work on the close friendship between our heroz. These characters carry nothing to this movie.<br /><br />RAMGOPALVARMA:- His quality is degrading, diminishing. AAG totally can be treated as a C grade movie. Sholay is a fire of revenge, problem of a town, meaning for true friendship and highly appreciated nuisance and fun by Dharmendra. AAG never carried an emotion with its characters. Storytelling is too weak that it could not make audience feel sympathy for the characters. Don't compare AAG with sholay, still u will not like it.<br /><br />If you dare watch this movie. You will be burnt alive in RAMGOPAL VARMA KI AAG",negative
"Definitely the worst movie I have ever seen... Can somebody tell me where should have I laughed? There's not a single hint or shadow of an idea. The three leading actors are pestilential, especially the one (I think it's Aldo) from Sicily who _can't_ make a Sicilian accent!!! Not to say about the dream-like insertion about Dracula... just another expedient, drawn from the worst cabaret tradition, to make this ""film"" last a little longer. Massironi and Littizzetto do what they can, but this so-called movie was really too, too hard to rescue. I would have given it ""0""/10, but the lowest mark was 1/10 and so I had to overestimate it by one mark.",negative
"I'm a fan of independent film. Dialogue driven, character study pieces are where it's at for me. Some of the other posts are right: ""Wannabes"" isn't going to rival ""The Godfather"" for best mob film ever. On the other hand, ""Wannabes"" is a well-written and well-directed picture that has surprisingly good performances from every actor/actress. My problem with one of the other reviews:<br /><br />- Conor Dubin stands out as the only Irishman in a cast of Italians<br /><br />- Dubin is a Jewish last name, and as such has a dark complexion, not a traditional ruddy one of an Irishman. He doesn't stand out at all, rather, delivers a great performance.<br /><br />This didn't win many awards, but it is deserving of a Saturday night with a bowl of popcorn. I found it for 7 bucks at Blockbuster and was pleasantly surprised to say the least! Highly recommended.",positive
"One type of western I greatly enjoy is when the apparently weak, which is reluctant to fight and answer the challenge of the strong, finally decides there is no other way. There is a great moment in this film when John Parrish (Glenn Ford) goes into the saloon and decides to stand up to the gunfighter Wade Matlock. It is the type of scene that makes the audience applaud. In my opinion The Violent Men is a great western, I would rank it among the best. It makes great use of the wide screen, a spectacular scenery of the mountains. The women have a crucial part. Caroline (May Winn) is engaged to Parrish, but you feel that she is only using him as a means of getting out of there and moving east. She wants him to sell the ranch no matter what price. Martha (Barbara Stanwick), is tired of helping her crippled husband Lee (Edward G. Robinson) but she will do anything to have an always bigger ranch and more power. Meanwhile she is betraying her husband with his brother (Brian Keith). Her daughter Judith (Diane Foster) is seeing all that happens but feeling impotent to react because she does not want to hurt her father. Parrish unites all the small farmers and uses the strategy he learned in the army to go against the Anchor ranch. Like he had warned Lee, ""Don't make me fight because you won't like my way of fighting"".",positive
"It's a shame this movie is so hard to get your hands on in the US. I found it through a rare video dealer, and it was certainly worth it. This is, without a doubt, the best film made during the pre-code era, and the finest film of the 1930s. Masterful director Frank Borzage made wonderful films about the Depression, and with MAN'S CASTLE he created a fairy tale amidst the hardships of the era.<br /><br />Loretta Young and Spencer Tracy have a wonderful chemistry between them, and they help make this movie a wonderful romance. Young's Trina is sweet and hopeful, while Tracy's Bill is gruff and closed-off. The dynamic between the character creates one of the most difficult, but in the end rewarding relationships on film.<br /><br />MAN'S CASTLE is the most soft-focus pre-code film I've seen. Borzage uses the hazy and dreamy technique to turn the squatter's village where Bill and Trina live into a palace. The hardships of the Depression are never ignored, in fact they're integral to the film. But as Borzage crafts the film as a soft focus fairy tale, the love between the characters makes the situation seem less harsh. It makes the film warm and affectionate.<br /><br />MAN'S CASTLE is the crowning achievement of the pre-code era. If only more people could see it.",positive
"And the Oscar for the most under-rated classic horror actor goes to - Dwight Frye. Seriously his name should be stated with the same awe as Karloff, Lugosi, and Price, and this movie proves it. His character Herman was one of the 2 reasons I can give to watch this movie. Dwight gave this somewhat more than slightly disturbed misfit a lovable yet creepy demeanor that led you hoping for a larger role the entire movie.<br /><br />The other reason is the comic relief of M. Eburne. Being in the medical profession myself I have to give kudos to the expert performance of a self-pity prone hypochondriac. Though other ""medical mistakes"" did give a brief chuckle especially when the good doctor samples his fellow physicians medication... ""Well continue giving it to her"" Unfortunately these 2 outstanding performances could not keep me awake through 3 attempts of sitting through this unbearably slow movie. The plot is predictable with only few minor twists. The filming while pulling off a legitimate spooky atmosphere was more productive at making me yawn - yes you can use too much shadow.<br /><br />My recommendation - watch this once to see Frye and Eburne - but only when wide awake and with lots of caffeine.",negative
"Hal Hartley entry into a European film series is one of his two or three best efforts to date, and, lucklily, one of the few available on DVD. At only 63 minutes running time, my only quibble would be with Hartley I always leave wanting more, but never so much as this time. Martin Donovan is astonishing as Jesus. PJ Harvey is beautiful and interesting as Magdelena, but the high point for me was Thomas Jay Ryan (Henry Fool) as Satan. Hartley gives him excellent dialogue and a chance to use his resounding voice to full effect. Look for three scenes in which a microphone awaits him, as if a poetry slam is about to be won by the devil. I have read other comments on this film and had to add mine because there is not enough praise going around. If you like Henry Fool, Martin Donovan in anything (Opposite of Sex), and/or very clever comedies based on biblical ideas, get this as quickly as possible.",positive
"Let's describe Larry as an interviewer: a complete suckhole, in every way possible. He laughs at all his guests jokes, he asks the most boring questions and he would never dare contradict them. He hits me as the type of person who wants to be liked by...everyone. Friendly, boring, ol'predictable Harry. He probably owes his success to being a dream interviewer for celebrities because they don't get bombarded with what we, the people, want to know and have a right to know. Let's put it this way: he interviews as if he's in a red country. 02/10, 2 for the guests that come on the show yet it all seems pointless when Larry starts asking his mind numbing questions such as ""What's it like to be a mother?"" followed by the usual answer along the lines of ""Being a mother is the greatest thing that ever happened to me: it's wonderful, but tiring"".",negative
"This is halfway to being a top movie. The opening section, which spoofs Hollywood ""social message"" films is absolutely brilliant. It is a riot from start to finish.<br /><br />The second section, which introduces us to the main characters of the story is really great too. We get a lot of great comic setups, top notch performances, and the dialog is really dynamic.<br /><br />(Spoiler warning!)<br /><br />The one think that really annoyed me about this film though is the ending, which I think contradicts everything that went before. My interpretation was that this film was taking the mickey out all the silly prejudices and innuendo of small town gossip and national tabloid sensationalism. I loved that the film was championing the cause that a person's sexuality is NOT determined by their hobbies, idiosyncrasies, fashion sense or whatever. And then the ending goes and re-enforces all the gossip and stereotypes that the movie successfully lampooned in the first place. It turns out everyone was 100% right!!! (godamit!) This was very disappointing to what was actually a great story.",positive
"This program was on for a brief period when I was a kid, I remember watching it whilst eating fish and chips.<br /><br />Riding on the back of the Tron hype this series was much in the style of streethawk, manimal and the like, except more computery. There was a geeky kid who's computer somehow created this guy - automan. He'd go around solving crimes and the lot.<br /><br />All I really remember was his fancy car and the little flashy cursor thing that used to draw the car and help him out generally.<br /><br />When I mention it to anyone they can remember very little too. Was it real or maybe a dream?",positive
"I recently started watching this show, and I have to say that it really made me laugh. You have to appreciate the unrealistic aspects of it, along with everything else. Some other people said this show should have more realistic reactions of the dead, among other things. If you are going accept that Ned can bring the dead back to life, you have to accept that the other completely crazy bits of the show. I couldn't help smiling after every episode I watched. I really think it's great there is a show out there that can take a very strange subject and really make it great to watch. I absolutely love the narration, I think it adds that extra bit of wonder to the whole show. You can't always compare old shows by a writer to his new ones, you have to take everything as it's own entity. Definitely give it a chance, and just enjoy the ridiculous parts as they are.",positive
"When I took my seat in the cinema I was in a cool mood and didn't plan on changing it. But this movie is a dramatic powerhouse. I was all in sweat and needed a shower afterward. So what have we? Theoretically a coming of age story of a teenage Turkish girl living in Copenhagen, Denmark. It came to my mind soon that the plot seemed pretty much completely borrowed from ""Bend it like Beckham"", where we had an Indian girl playing football and spoiling the wedding of her sister. Here we have it transferred to a Turkish girl spoiling her brother's wedding by doing Kung Fu. And we have a love story and a competition of course, too. After I accepted this, this really turned out to be a gripping, emotional drama and it shows off some beautiful Kung Fu (I'm not an expert, though). The lead actress Semra Turan is not only Denmark's female champion but she also delivers an excellent performance, so that it appears to be safe to assume that we have quite some autobiographic impressions here taking into account that this is her first movie and that she has no education as an actress. Rest of the supporting cast is okay, camera good, Kung Fu intense. Sidenotes: - The male Turkish audience showed respect so that they must have done something right. - The audience burst into cheers when our heroine finally fought back and attacked the boys who were gravely beating up her brother in revenge. - Xian Gao, a Chinese cinematic Kung Fu instructor/actor (Hidden Tiger, Crouching Dragon) played the lead role's master<br /><br />If you get the chance to see this in cinema do it, you'll probably have a good and intense experience and I don't know if this works on small screen as well",positive
Great job! Was very exciting and had great stunts. A show that really rocked. Was a great job by all who worked on this one; and especially the acting on Bobbie Phillips' part. This would have been great on the big screen. Would like to see more of these movies of the week or perhaps a weekly series. This was great entertainment and am glad I watched! By far the best of the three. Keep up the good work UPN and Bobbie Phillips. I'll be looking for the next one.,positive
"The inspiration for this film was the fact that American Gangsters are well dresses, but the Aussies, well when you might kill a guy as soon as look at the blighter, then you can dress as badly as you want and people won't criticize you.<br /><br />Jimmy is fighter, an illegal boxer, sometimes bouncer and is offered work by Pando, the local gangster boss in the cross (That is, Australia's notorious Kings Cross District, not the Cross of London fame as many a British backpacker finds out the hard way).<br /><br />Due to feelings of love he stuffs up a job, loses a lot of money and has to get it to Pando before Pando and his heavies can kill him.<br /><br />Lots of dark humour, interesting action, revelations about the Australia's underside and human nature. It is very centred in the Australian nature and explores the nature of Australian criminals (versus the American and British ones).<br /><br />One problem is that each of the elements of the story don't have enough substance and depth, but it is a painting with broad strokes that covers a lot of area not covered previously, so as an overall package it is worthwhile.<br /><br />Team it up with ""Chopper"" and ""Dirty Deeds"" for your Aussie Crime fest or ""Lock Stock and Two Smoking Barrels"" and ""Miller's Crossing"" for an International falling short of the criminal gangs fest.<br /><br />By the way, Bryan Brown is a great actor who has just done a huge number of really bad movies. Here is one of his great movies.",positive
"This is the second Animatrix short, and the first of them to be what one could call 'artistic'. It contains a lot of references, metaphors and symbols in the dense amount of material, especially with a running time of 9 minutes. I've heard some complaints that this is ""anti-human"", or tries to direct hate towards man, for their ""sins against machine"". I don't think that's true; it merely uses the robots to show us, that as humans, we aren't particularly accepting or open-minded towards anyone different from ourselves. I'd say it does a great job of that. The plot is good... it plays as a historical document, recounting what led to one of the main conflicts in the trilogy. Thus it holds clips from fictional news reports and the like. The voice acting is very good, if there is not a lot of it. The animation is nice, and the use of color, in spite of the usually realistic drawing style, makes it more open to do the smooth transitions and other surreal imagery. This has several bits of strong violence and disturbing visuals, as well as a little nudity. The disc holds a commentary, not in English but subtitled, and worth a listen/read. There is also a well-done and informative making of, based on both parts, so I would advise watching it after seeing the next one, as well. I recommend this to anyone who enjoys the Matrix universe, and/or science fiction in general. 8/10",positive
"The problem with ""The Killer Elite"" is that just by seeking this film out, and investing time to watch it, you are putting more effort into the experience than many of its principals did, particularly director Sam Peckinpah.<br /><br />The already volatile Peckinpah was heading into rough weather with this film. According to at least one biographer, this was where he became acquainted with cocaine. Add to that his binge drinking, and it's no wonder things fell apart.<br /><br />It's a shame, because the concept behind the film is a good one, and the first ten minutes promise much. Mike Locken (James Caan) and George Hansen (Robert Duvall) are private contractors who do a lot of dirty work for the CIA. They move quick, live well, and seem like the best of friends - then something happens to shatter their brotherhood.<br /><br />An opening scene shows them blowing up a building - why exactly we aren't told, par for the course in terms of this film's murky motivation. But the implication is these guys hurt people and don't really care - antiheroes much like the Wild Bunch of Peckinpah's not-so-long-ago. An opening title tells us they work for ComTeg, then adds with obvious tongue in cheek ""...the thought the CIA might employ such an organization for any purpose is, of course, preposterous."" That's a pretty clever way of letting the audience know all bets are off.<br /><br />Add to that a traditionally strong Peckinpah backup cast, including Burt Young, Gig Young, and Peckinpah regular Bo Hopkins in the plum role of a madman who can't pass up an opportunity to be shot at for $500 a day, and you only wish that the scriptwriters, including the celebrated Sterling Silliphant, tried to do something more with the story than turn it into a platform for lazy one-liners and bad chop-socky knockoffs. An attempt at injecting a dose of liberal social commentary is awkwardly shoehorned in. ""You're so busy doing their dirty work, you can't tell who the bad guys are,"" someone tells Locken, as if either he or we need it pointed out.<br /><br />Worse still are Peckinpah's clumsy direction and sluggish pacing. We're 40 minutes into the film before we get our first battle scene, a completely chaotic collection of random shots where a bunch of people we haven't even met before are seen fighting at San Francisco Airport, their battle intercut with a conversation in an office suite.<br /><br />By the end of the film, what's left of the cast is having a battle inside a fleet of mothballed Victory Ships, ninjas running out in the open to be gunned down while Caan tosses off one liners that undercut any hint of real suspense. ""Lay me seven-to-five, I'll take the little guy,"" he wisecracks just before a climatic samurai duel between two ninja warriors - from China, which we all know is the land of the Ninja. (The battle takes place in San Francisco, but surprisingly no Mounties arrive to break things up.)<br /><br />Caan is much better in smaller scenes, like when Locken, recovering from some nasty injuries, is told by one of his bosses, played by a smooth Arthur Hill, that he's been ""Humpty-dumped"" by the organization. Caan refuses to stay down, and his recovery scenes, though momentum-killing for the movie, feature fine acting from him and Amy Heflin, Van's daughter, as a supportive nurse. Caan was one of the 1970s' best actors, and his laconic byplay with Heflin, Duvall, Hopkins, and both Youngs give ""Killer Elite"" real watchability.<br /><br />But you don't watch ""Killer Elite"" thinking about that. You watch it thinking of the film that got away.",negative
"Offbeat and rather entertaining sleeper concerning two very different brothers who are both not only so-called ""fire starters"" (think Stephen King's snore-fest of a book with the same name), but also forever at odds with each other over a woman who has a rather nasty habit of being a pyromaniac! Good special effects (especially towards the end), quirky performances from a pretty talented trio of actors and topped by a really interesting and oddly appropriate soundtrack ultimately make ""Wilder Napalm"" a unique treat of a film to watch...if you can find it that is! On a personal note, I was fortunate enough to snatch it up (so to speak) from the two-dollar bin at my local video-rental store. (*** out of *****)",positive
"This may be the worst film adaptation of a Broadway musical ever. Even the music has been destroyed. Attenborough knows nothing about theater - almost every shot and moment ring false. I will say, though, that it is almost bad enough to be funny.<br /><br />The hairstyles are remarkably dated. I can not for the life of me understand what is meant (conceptually) by opening the film with an exterior of the theater where ""A Chorus Line"" is playing. Are we to think that these people are auditioning for ""A Chorus Line,"" which contains the stories about the people who are auditioning? Oh no, the show is collapsing on itself.<br /><br />I saw the original production, and have listened to the album hundreds of times. Why, oh, why, did they do this?",negative
